"province","yearmo","month_alpha","year","total_price_index","house_price_index","land_price_index","region_mean_temp","region_max_temp","region_min_temp","region_mean_precip","region_mean_snow","mean_snow_grnd_last_day"
"NS","201510","October","2015",99.1,99.2,99.3,8.986486486486486,20.532432432432437,-2.5,118.29714285714284,0.4076923076923077,0
"NS","201509","September","2015",99,99,99.3,16.602631578947367,27.34473684210526,3.2710526315789474,67.98611111111111,0,0
"NS","201508","August","2015",99,99,99.3,20.194594594594594,29.429729729729733,10.5,89.15,0,0
"NS","201507","July","2015",99,99,99.3,17.23421052631579,26.97631578947368,8.226315789473684,70.03055555555555,1.6428571428571428,0
"NS","201506","June","2015",99.1,99.2,99.3,12.425714285714283,24.28857142857143,1.98,148.9939393939394,0,0
"NS","201505","May","2015",99,98.9,99.3,10.128947368421052,25.48684210526316,-1.605263157894737,46.516666666666666,0.0285714285714285,0
"NS","201504","April","2015",98.9,98.8,99.3,1.9675675675675677,13.802702702702703,-10.98108108108108,83.98055555555555,10.821428571428571,18.642857142857142
"NS","201503","March","2015",98.9,98.8,99.3,-4.475675675675675,8.36216216216216,-18.27027027027027,114.22222222222224,103.30714285714284,57.78947368421053
"NS","201502","February","2015",98.8,98.8,99.3,-8.68888888888889,6.008333333333334,-21.927777777777777,124.57428571428572,103.26923076923076,44
"NS","201501","January","2015",98.4,98.4,98.5,-5.125,9.830555555555556,-18.258333333333333,137.95294117647057,60.114285714285714,18.23809523809524
"NS","201412","December","2014",98.4,98.4,98.5,1.636111111111111,14.863888888888887,-13.63888888888889,165.7057142857143,4.8500000000000005,2.3181818181818183
"NS","201411","November","2014",98.4,98.4,98.5,4.916216216216216,18.005405405405405,-7.313513513513514,171.57714285714286,4.6,2.8125
"NS","201410","October","2014",98.4,98.4,98.5,11.766666666666667,22.577777777777776,1.3083333333333331,125.48181818181816,0,0
"NS","201409","September","2014",98.3,98.3,98.5,14.665789473684208,26.397368421052636,2.0789473684210527,78.37222222222222,0,0
"NS","201408","August","2014",98,97.9,98.3,18.226315789473684,27.37368421052632,6.542105263157895,66.97222222222223,0,0
"NS","201407","July","2014",98,97.9,98.3,19.6,28.7972972972973,10.16216216216216,58.33714285714286,0,0
"NS","201406","June","2014",98,98,98.3,14.39,27.6225,3.0575,108.49736842105264,0,0
"NS","201405","May","2014",98.1,98.1,98.3,8.771794871794873,22.171794871794877,-1.3794871794871797,46.972972972972975,0.35,0
"NS","201404","April","2014",98.1,98.1,98.3,4.199999999999999,18.03611111111111,-4.4,96.65714285714286,10.433333333333334,0
"NS","201403","March","2014",98.1,98.2,98.3,-3.905405405405405,10.037837837837838,-19.964864864864865,125.91666666666669,34.15,20.63636363636364
"NS","201402","February","2014",98,98,98.3,-4.754054054054055,9.64864864864865,-19.505405405405405,96.89428571428572,46.875,25
"NS","201401","January","2014",98.1,98.1,98.3,-4.04054054054054,11.772972972972974,-20.44864864864865,136.53333333333333,61.08125,17.12
"NS","201312","December","2013",98.1,98.1,98.3,-2.8947368421052637,10.476315789473684,-16.487179487179485,161.44864864864866,54.1,33.142857142857146
"NS","201311","November","2013",98.2,98.3,98.3,3.794736842105263,17.628947368421052,-8.439473684210526,110.25277777777778,2.5,0.3333333333333333
"NS","201310","October","2013",98.2,98.3,98.3,9.451282051282051,21.153846153846157,-3.37948717948718,101.27777777777776,0,0.2
"NS","201309","September","2013",98.2,98.2,98.3,14.7,25.34102564102564,3.843589743589744,128.09722222222223,0,0
"NS","201308","August","2013",98.1,98,98.3,17.987179487179485,27.671794871794877,7.6230769230769235,63.58888888888888,0,0
"NS","201307","July","2013",98.2,98.2,98.3,19.5075,31.285000000000004,9.325,96.72432432432431,0,0
"NS","201306","June","2013",97.8,97.8,98.1,14.902631578947368,28.01052631578948,5.778947368421052,150.72,0,0
"NS","201305","May","2013",97.9,97.9,98.1,10.402564102564105,26.184615384615388,-0.8589743589743589,83.07567567567568,0,0
"NS","201304","April","2013",97.6,97.4,98.1,4.4731707317073175,17.682926829268293,-5.2682926829268295,60.98,3.4200000000000004,12.1
"NS","201303","March","2013",97.6,97.4,98.1,0.2707317073170732,10.597560975609756,-11.28048780487805,67.89999999999999,26.58,9
"NS","201302","February","2013",97.6,97.4,98.1,-3.7775,7.1975,-20.3975,101.27692307692308,54.74210526315789,16.28
"NS","201301","January","2013",96.6,96.5,97.3,-5.243902439024391,12.095121951219513,-19.558536585365854,40.92820512820513,27.72105263157895,16.4
"NS","201212","December","2012",96.5,96.3,97.3,0.6941176470588236,14.088235294117649,-10.6,139.6909090909091,20.253846153846155,10
"NS","201211","November","2012",96.3,96.1,97.3,4.4676470588235295,18.38235294117647,-8.202941176470588,74.53750000000001,3.8166666666666655,4.2
"NS","201210","October","2012",95.8,95.5,96.9,11.105714285714283,21.154285714285717,-0.2599999999999999,99.31875,0,0
"NS","201209","September","2012",95.8,95.5,96.9,15.959523809523809,25.152380952380955,4.892857142857143,228.29024390243904,0,0
"NS","201208","August","2012",95.9,95.6,96.9,20.4175,29.625,10.5975,78.33076923076923,0,0
"NS","201207","July","2012",95.5,95.3,96.6,19.06046511627907,29.51860465116279,8.799999999999999,57.55238095238095,0,0
"NS","201206","June","2012",95,94.6,96.6,14.05952380952381,27.080952380952382,4.502380952380952,76.25853658536585,0,0
"NS","201205","May","2012",95.2,94.8,96.6,10.84736842105263,24.13684210526316,-1.8256410256410256,65.70263157894736,0.1052631578947368,0
"NS","201204","April","2012",95,94.7,96.6,5.82,18.9125,-5.234146341463415,70.86341463414634,7.672727272727273,0
"NS","201203","March","2012",95,94.6,96.6,1.4225,22.965,-12.615,49.79047619047618,19.565217391304348,4.117647058823529
"NS","201202","February","2012",95,94.6,96.6,-3.2700000000000005,8.0475,-16.54,94.37142857142857,34.4695652173913,17.03448275862069
"NB","201201","January","2012",98.4,98.7,98.6,-7.762962962962963,7.518518518518518,-24.496296296296297,71.8103448275862,48.5,23.08333333333333
"NB","201202","February","2012",98.1,98.2,98.6,-7.237037037037037,5.888888888888889,-24.677777777777777,70.86206896551724,67.76428571428572,43.57692307692308
"NB","201203","March","2012",98.1,98.2,98.6,-0.1178571428571428,24.25,-18.775,42.93333333333333,28.30666666666667,4.352941176470588
"NB","201204","April","2012",98.1,98.1,99.1,5.071428571428571,22.87142857142857,-7.014285714285714,96.33448275862068,16.835714285714285,0.0909090909090909
"NB","201205","May","2012",97.9,97.9,99.1,11.360714285714286,28.932142857142857,-2.075,84.81666666666666,0,0
"NB","201206","June","2012",97.9,97.9,99.1,14.966666666666669,29.05333333333333,3.89,107.046875,0,0
"NB","201207","July","2012",97.8,97.7,99.1,19.45,30.607142857142858,7.846428571428571,46.623333333333335,0,0
"NB","201208","August","2012",97.9,97.8,99.1,19.79642857142857,30.74285714285714,7.982142857142857,65.97333333333333,0,0
"NB","201209","September","2012",98.3,98,100,14.021428571428572,26.292857142857144,0.8250000000000001,134.51,0,0
"NB","201210","October","2012",98.3,98.1,100,8.781481481481482,21.47407407407407,-3.851851851851852,149.32222222222222,0.6666666666666666,0
"NB","201211","November","2012",98.1,97.8,100,0.8703703703703703,15.28148148148148,-13.088888888888889,33.15714285714286,3.646153846153846,0.7333333333333333
"NB","201212","December","2012",98.1,97.8,100,-3.8629629629629623,9.314814814814817,-16.996296296296297,114.71785714285714,64.57692307692308,32.833333333333336
"NB","201301","January","2013",98,97.7,100,-9.355172413793104,12.151724137931032,-26.42413793103448,33.53333333333333,20.453333333333333,10.5
"NB","201302","February","2013",98.2,97.9,100,-6.939285714285715,6.278571428571429,-24.9,74.78571428571429,74.5,28.916666666666668
"NB","201303","March","2013",98.4,98.1,100,-0.6785714285714286,10.37142857142857,-14.953571428571427,75.65862068965517,40,11.05
"NB","201304","April","2013",98.3,98,100,3.3857142857142857,19.196428571428573,-8.97857142857143,58.1448275862069,9.37142857142857,0
"NB","201305","May","2013",98.4,98.2,100,10.485185185185186,28.94814814814815,-1.851851851851852,127.06896551724138,0.0333333333333333,0
"NB","201306","June","2013",98.4,98.2,100,14.775862068965518,29.417241379310347,2.610344827586207,134.1709677419355,0.2857142857142857,0
"NB","201307","July","2013",98.4,98.2,100,19.348275862068967,34.06551724137931,7.1482758620689655,144.61333333333332,0,0
"NB","201308","August","2013",98.4,98.2,100,17.413333333333334,28.82,5.873333333333333,87.73125,0,0
"NB","201309","September","2013",98.4,98.2,100,13.7125,24.84375,1.653125,128.65588235294118,0,0
"NB","201310","October","2013",98.5,98.2,100,7.741935483870968,22.40322580645161,-5.97741935483871,53.984375,0.275,0
"NB","201311","November","2013",98.5,98.3,100,0.5333333333333333,17.123333333333335,-12.713333333333331,97.90967741935484,9.14,0.7647058823529411
"NB","201312","December","2013",98.4,98.2,100,-8.14,6.876666666666667,-23.94333333333333,118.57741935483872,97.94666666666669,52.142857142857146
"NB","201401","January","2014",98.4,98.2,100,-9.333333333333334,9.096296296296297,-30.044444444444448,107.8,30.2,24.62962962962963
"NB","201402","February","2014",98.3,98.1,100,-9.166666666666666,6.403703703703704,-24.50740740740741,99.57,85.62142857142858,52.81481481481482
"NB","201403","March","2014",98.3,98.1,100,-7.949999999999999,5.753846153846154,-27.626923076923077,118.46206896551725,94.48461538461538,74.24
"NB","201404","April","2014",98.5,98.3,100,2.948148148148148,15.666666666666666,-9.38888888888889,86.41428571428571,14.235714285714286,7.133333333333334
"NB","201405","May","2014",98.5,98.3,100,9.45,24.639285714285712,-2.5,82.96896551724137,0.4571428571428572,0
"NB","201406","June","2014",98.5,98.2,100,15.992857142857144,30.95357142857143,3.2964285714285717,138.17241379310346,0,0
"NB","201407","July","2014",98.3,98.1,100,19.866666666666667,31.625925925925927,8.825925925925926,157.03571428571428,0,0
"NB","201408","August","2014",98.1,97.7,100,17.933333333333334,29.633333333333333,5.962962962962963,99.15714285714286,0,0
"NB","201409","September","2014",98.1,97.7,100,13.42222222222222,28.14814814814815,-0.8222222222222222,56.71428571428572,0,0
"NB","201410","October","2014",98.1,97.7,100,9.02962962962963,21.82962962962963,-2.151851851851852,130.24827586206897,0.1846153846153846,0
"NB","201411","November","2014",98,97.7,100,-0.1857142857142857,14.157142857142857,-15.675,123.84,60.900000000000006,15.416666666666666
"NB","201412","December","2014",98,97.7,100,-3.2178571428571425,11.332142857142856,-21.785714285714285,198.95172413793105,42.30833333333333,11.909090909090908
"NB","201501","January","2015",98,97.7,100,-11.489285714285714,7.246428571428572,-28.192857142857143,107.61333333333332,97.66923076923078,45.208333333333336
"NB","201502","February","2015",98,97.7,100,-14.824137931034482,-0.7068965517241379,-29.16896551724138,83.83225806451613,113.2,91.20833333333331
"NB","201503","March","2015",97.8,97.4,100,-6.086206896551724,8.689655172413794,-25.103448275862068,52.13870967741936,63.84615384615385,68.81818181818181
"NB","201504","April","2015",97.8,97.4,100,1.803448275862069,16.986206896551725,-18.13793103448276,95.68064516129031,22.59230769230769,11.055555555555555
"NB","201505","May","2015",97.8,97.4,100,11.43103448275862,28.555172413793105,-3.113793103448276,63.26451612903226,0.223076923076923,0
"NB","201506","June","2015",98.2,97.8,100,13.541379310344826,26.120689655172413,1.6241379310344828,130.6290322580645,0.6153846153846154,0
"NB","201507","July","2015",98.3,98,100,17.70689655172414,28.655172413793103,6.427586206896552,61.333333333333336,0,0
"NB","201508","August","2015",98.3,98,100,19.85862068965517,31.217241379310344,9.317241379310344,83.28,0,0
"NB","201509","September","2015",98.3,98,100,15.910344827586208,30.644827586206898,-0.1413793103448276,174.31333333333333,0,0
"NB","201510","October","2015",98.3,98,100,6.173333333333333,18.82333333333333,-5.946666666666667,87.54838709677419,1.5083333333333335,0
"NB","201511","November","2015",98.4,98.2,100,2.58,14.843333333333334,-12.266666666666667,85.66000000000001,6.381818181818182,0.4444444444444444
"NB","201512","December","2015",98.4,98.2,100,-0.7066666666666667,9.943333333333332,-15.816666666666666,134.11666666666667,67.81818181818181,24.08333333333333
"NB","201601","January","2016",98.3,98,100,-6.841379310344828,7.8,-21.53103448275862,55.244827586206895,34.92727272727273,17.444444444444443
"NB","201602","February","2016",98.3,98,100,-5.65,12.393333333333334,-25.95,121.08666666666666,59.78181818181818,10.73076923076923
"NB","201603","March","2016",98.3,98,100,-3.327586206896552,10.03793103448276,-19.317241379310342,106.58620689655172,46.69,23.52
"NB","201604","April","2016",98.3,98,100,2.8000000000000003,21.74137931034483,-13.558620689655172,58.49310344827586,3.94,0.2
"NB","201605","May","2016",98.3,98,100,10.62758620689655,27.28620689655172,-3.189655172413793,82.19655172413792,1.22,0
"NB","201606","June","2016",98.3,98,100,15.006896551724138,29.97241379310345,2.6413793103448278,110.53793103448275,0,0
"NB","201607","July","2016",98.3,98,100,18.689655172413797,30.455172413793104,7.848275862068966,82.04137931034482,0,0
"NB","201608","August","2016",98.4,98.1,100,18.548148148148147,29.674074074074078,7.318518518518518,106.23571428571428,0,0
"NB","201609","September","2016",99.7,99.6,100,14.406666666666666,28.540000000000003,0.0066666666666666,56.3,0,0
"NB","201610","October","2016",100,100,100,8.46,24.05333333333333,-3.24,95.45666666666666,0.0909090909090909,0
"NB","201611","November","2016",100,100,100,3.390322580645161,14.01290322580645,-5.84516129032258,71.6,25.33636363636364,14.22222222222222
"NB","201612","December","2016",100,100,100,-6.16774193548387,7.587096774193548,-24.80967741935484,101.02333333333333,73.05454545454545,21.153846153846157
"NB","201701","January","2017",100.2,100.2,100,-6.366666666666666,7.766666666666667,-24.086666666666662,93.38620689655173,37.25,25.153846153846157
"NB","201702","February","2017",100.1,100,100,-7.413333333333333,10.87,-26.456666666666667,78.41724137931034,83.97999999999999,33.32142857142857
"NB","201703","March","2017",100.1,100,100,-5.151724137931034,8.458620689655174,-20.77586206896552,74.21724137931035,47.35,40
"NB","201704","April","2017",100.1,100,100,4.443333333333333,19.9,-7.896666666666666,81.24838709677418,15.463636363636365,3.6
"NB","201705","May","2017",100.1,100,100,10.173333333333334,28.24,-0.2666666666666666,152.99354838709678,0,0
"NB","201706","June","2017",100.1,100,100,15.496666666666666,31.05,1.7533333333333334,81.74193548387096,0,0
"NB","201707","July","2017",100.5,100.5,100,18.433333333333334,29.836666666666662,5.8,40.00645161290323,0,0
"NB","201708","August","2017",100.5,100.5,100,17.517241379310345,29.82758620689655,5.241379310344827,52.1,0,0
"NB","201709","September","2017",100.5,100.5,100,15.556666666666668,29.76,-0.25,75.88064516129033,0,0
"NB","201710","October","2017",100.5,100.5,100,10.823333333333332,23.796666666666667,-2.94,87.21612903225805,0,0
"NB","201711","November","2017",100.8,100.9,100,1.1241379310344828,17.86551724137931,-11.048275862068964,123.8,3.56,0.5789473684210527
"NB","201712","December","2017",101,101.1,100,-7.613793103448276,9.327586206896552,-23.731034482758623,105.41724137931034,67.95,25.5
"NB","201801","January","2018",101.2,101.3,100,-8.507407407407406,12.5,-24.774074074074072,157.59629629629632,85.9875,29.8
"NB","201802","February","2018",101.2,101.3,100,-5.692592592592592,9.214814814814815,-24.82962962962963,93.97037037037036,53.0875,30.2
"NB","201803","March","2018",101.2,101.3,100,-1.7,8.818518518518518,-15.496296296296295,92.02592592592592,75.625,38.43478260869565
"NB","201804","April","2018",101.1,101.2,100,2.555555555555556,19.59259259259259,-11.55185185185185,102.06071428571428,18.5625,11.818181818181818
"NB","201805","May","2018",101.1,101.2,100,10.02222222222222,27.82592592592593,-2.8925925925925924,66.26071428571429,2.05,0
"NB","201806","June","2018",101.1,101.2,100,13.603846153846153,29.51923076923077,-1.2923076923076924,102.23703703703704,0,0
"NB","201807","July","2018",100.9,101,100,20.384615384615383,33.16538461538461,7.4423076923076925,55.992592592592594,0,0
"NB","201808","August","2018",101.1,101.2,100,19.634615384615383,30.96923076923077,6.884615384615385,104.1074074074074,0,0
"NB","201809","September","2018",101.1,101.2,100,13.507407407407406,28.674074074074078,-2.72962962962963,69.66785714285714,0,0
"NB","201810","October","2018",100.9,100.9,100,5.4206896551724135,17.772413793103446,-6.9206896551724135,125.53448275862068,7.3,0.1428571428571428
"NB","201811","November","2018",100.9,100.9,100,-0.9857142857142858,14.6,-17.446428571428573,165.5,63.175,21.55555555555556
"NB","201812","December","2018",100.9,100.9,100,-6.7,11.678571428571429,-19.585714285714285,97.80714285714284,37.8125,11.636363636363637
"NB","201901","January","2019",100.9,100.9,100,-9.68214285714286,7.878571428571428,-24.389285714285712,151.08928571428572,85.9875,42.69565217391305
"NB","201902","February","2019",100.9,100.9,100,-9.485714285714286,6.692857142857143,-23.042857142857144,75.41785714285713,50.8,57.82608695652174
"NB","201903","March","2019",100.9,100.9,100,-3.892857142857143,14.475,-23.90714285714285,70.74642857142858,28.3,32
"NB","201904","April","2019",100.9,101,100,2.9714285714285715,16.407142857142855,-7.753571428571428,138.29285714285714,27.3375,6
"NB","201905","May","2019",100.9,101,100,7.682142857142857,21.964285714285715,-2.4857142857142853,84.03846153846153,0.15,0
"NB","201906","June","2019",100.9,101,100,14.54074074074074,26.09259259259259,1.3925925925925926,87.69166666666666,0,0
"NB","201907","July","2019",101.6,101.8,100.1,19.25185185185185,33.22222222222222,7.185185185185185,63.7,0,0
"NB","201908","August","2019",102.1,102.3,100.1,17.965384615384615,29.3,5.138461538461538,78.61,0,0
"NB","201909","September","2019",102.5,102.7,100.4,12.253846153846156,25.91923076923077,-0.6115384615384615,142.35,0,0
"NB","201910","October","2019",102.5,102.7,100.4,8.034615384615385,18.17692307692308,-3.4692307692307693,109.8095238095238,0,0
"NB","201911","November","2019",102.5,102.7,100.4,-0.5269230769230769,17.8,-13.376923076923076,118.92380952380952,39.72857142857144,13.928571428571429
"NB","201912","December","2019",102.7,102.8,101.6,-4.611538461538462,12.026923076923076,-17.373076923076923,103.02727272727272,31.642857142857142,6.944444444444445
"NB","202001","January","2020",102.7,102.8,101.6,-7.24,7.216,-23.508000000000003,65.89545454545454,47.31428571428571,25.210526315789476
"NB","202002","February","2020",102.7,102.8,101.6,-7.312,8.304,-27.344,64.37727272727273,58.885714285714286,47.31578947368421
"NB","202003","March","2020",103,103.1,101.6,-2.608,9.48,-17.648,56.28095238095239,26.6,33.26315789473684
"NB","202004","April","2020",103.2,103.4,101.6,2.544,15.095999999999998,-7.644,70.4047619047619,25.057142857142857,0.2222222222222222
"NB","202005","May","2020",103.2,103.4,101.6,9.564,30.376,-2.8360000000000003,67.99047619047619,14.028571428571428,0
"NB","202006","June","2020",103.2,103.4,101.6,16.412,34.364000000000004,-0.1239999999999999,24.525,0,0
"NB","202007","July","2020",103.2,103.4,101.6,19.384615384615383,31.31153846153846,7.038461538461538,63.64,0,0
"NB","202008","August","2020",103.2,103.4,101.6,18.71923076923077,31.62307692307693,5.161538461538461,45.228,0,0
"NB","202009","September","2020",104.2,104.5,101.6,13.623076923076924,26.407692307692308,-2.1,61.1576923076923,0,0
"NB","202010","October","2020",104.2,104.5,101.6,7.284615384615384,21.207692307692305,-6.484615384615385,101.0923076923077,1.1,0
"NB","202011","November","2020",104.2,104.5,101.6,3.3346153846153848,22.02692307692308,-10.892307692307693,92.5923076923077,4.266666666666667,1.8
"NB","202012","December","2020",104.2,104.5,101.6,-1.1884615384615385,14.923076923076923,-16.588461538461537,160.46153846153845,31.9,6.4375
"NB","202101","January","2021",104.2,104.4,101.6,-5.245833333333334,3.1833333333333336,-19.416666666666668,38.97826086956522,36.68333333333333,18.36842105263158
"NB","202102","February","2021",105.5,105.9,102,-6.875,5.170833333333333,-21.475,86.295,72.14999999999999,46.38095238095238
"NB","202103","March","2021",108.5,109.4,102,-2.066666666666667,17.479166666666668,-18.6875,64.5,20.3,14.785714285714286
"NB","202104","April","2021",110.2,111.3,102.1,5.116666666666666,19.2375,-6.095833333333332,106.025,8.916666666666666,0.1666666666666666
"NB","202105","May","2021",109.4,110.2,102.3,9.891666666666667,29.29583333333333,-1.8041666666666665,93.58888888888887,0.3333333333333333,0
"NB","202106","June","2021",111.1,110.8,102.5,17.404166666666665,33.1625,2.129166666666667,60.06666666666667,0,0
"NB","202107","July","2021",112.2,112.2,102.5,17.3,28.53846153846154,6.6923076923076925,62.11153846153847,0,0
"NB","202108","August","2021",114.1,114.6,102.5,19.9,32.15384615384615,6.842307692307693,76.41153846153847,0,0
"NB","202109","September","2021",114.1,114.6,102.5,14.946153846153846,25.60384615384616,3.869230769230769,166.56923076923078,0,0
"NB","202110","October","2021",114.2,114.7,102.5,10.061538461538465,22.96153846153846,-1.4038461538461535,66.57692307692308,0,0
"NB","202111","November","2021",114.2,114.7,102.5,2.2375000000000003,15.620833333333332,-8.549999999999999,111.67916666666667,11.183333333333332,6.238095238095238
"NB","202112","December","2021",115.5,116.2,102.5,-3.66,12.492,-17.584,72.348,34.93333333333333,10.5
"NB","202201","January","2022",115.5,116.2,102.5,-10.968,6.268000000000001,-28.992,92.936,90.5,39.81818181818182
"NB","202202","February","2022",117.9,119.1,102.5,-7.095833333333334,10.916666666666666,-26.04583333333333,112.12083333333334,60.21666666666667,31.61904761904762
"NB","202203","March","2022",117.9,119.1,102.5,-2.0125,12.779166666666669,-21.629166666666663,101.06666666666666,38.86666666666667,36.70588235294117
"NB","202204","April","2022",119.5,121.1,102.5,4.2,14.0125,-6.704166666666667,122.5,9.1,0.7142857142857143
"NB","202205","May","2022",119.5,121.1,102.5,10.883333333333333,28.354166666666668,-3.9625,63.75,0,0
"NB","202206","June","2022",119.5,121.1,102.5,15.0125,28.75,2.020833333333333,92.04166666666669,0,0
"NB","202207","July","2022",119.5,121.1,102.5,19.266666666666666,30.95,7.425,100.02083333333331,0,0
"NB","202208","August","2022",119.5,121.1,102.5,19.34583333333333,31.729166666666668,8.183333333333334,120.82916666666668,0,0
"NB","202209","September","2022",119.5,121.1,102.5,14.144,26.536,1.484,91.108,0,0
"NB","202210","October","2022",119.5,121.1,102.5,10.248,22.248,-3.252,89.84,0,0
"NB","202211","November","2022",119.5,121.1,102.5,2.732,21.4,-11.824000000000002,129.628,16.5,3.8
"NB","202212","December","2022",119.5,121.1,102.5,-1.876,10.704,-15.64,138.776,38.71666666666667,7.733333333333333
"NB","202301","January","2023",119.5,121.1,102.5,-4.444,7.524,-19.028,154.096,61.76666666666667,35.23809523809524
"NB","202302","February","2023",119.5,121.1,102.5,-8.78,10.304,-29.024,41.972,38.46666666666667,35.38095238095238
"QC","202005","May","2020",110.3,112.3,104.9,6.597619047619047,29.40189573459716,-5.778199052132702,42.84886363636363,2.843956043956044,0.1447368421052631
"QC","201201","January","2012",96.8,96.6,97.8,-11.033640552995392,3.320183486238532,-28.71797235023041,66.9868544600939,59.99290780141844,31.906040268456376
"QC","201202","February","2012",97,96.8,98,-8.55091743119266,3.706422018348624,-25.96422018348624,37.45821596244132,38.223239436619714,46.42281879194631
"QC","201203","March","2012",97.2,97,98.1,-0.8862385321100917,21.144036697247707,-22.23715596330275,48.16807511737089,21.4,6.303703703703704
"QC","201204","April","2012",97.2,97,98.1,3.5059907834101383,22.865437788018436,-7.939170506912442,72.68761904761905,10.93525179856115,0.5853658536585366
"QC","201205","May","2012",97.3,97.1,98.2,11.93041474654378,29.12981651376147,-1.9752293577981648,89.04711538461538,0.4196969696969697,0
"QC","201206","June","2012",97.4,97.2,98.2,16.487557603686636,30.259817351598173,3.403211009174312,96.81057692307692,0,0
"QC","201207","July","2012",97.5,97.3,98.2,18.8524886877828,31.099095022624432,7.108597285067873,59.14714285714285,0,0
"QC","201208","August","2012",97.7,97.5,98.3,18.75515695067265,30.674107142857142,7.079372197309417,85.24764150943396,0,0
"QC","201209","September","2012",97.7,97.5,98.3,13.153333333333334,26.389777777777777,0.1715555555555555,109.7436018957346,0.0477611940298507,0
"QC","201210","October","2012",98,98,98.3,8.091071428571428,19.85982142857143,-4.009375,106.39485981308412,1.5195652173913043,0.1328125
"QC","201211","November","2012",98.2,98.2,98.3,-0.8727678571428571,15.501339285714286,-17.520535714285714,27.432727272727277,7.809722222222222,4.244755244755245
"QC","201212","December","2012",98.2,98.2,98.3,-6.045000000000001,7.869090909090909,-21.399545454545454,97.63504672897196,72.45704225352112,41.26315789473684
"QC","201301","January","2013",98.2,98.2,98.3,-11.384545454545457,8.427149321266969,-31.55701357466064,53.40372093023255,33.57375886524822,22.71333333333333
"QC","201302","February","2013",98.3,98.3,98.4,-9.527853881278538,3.184162895927602,-27.955454545454543,46.05841121495328,52.973239436619714,43.84905660377358
"QC","201303","March","2013",98.3,98.3,98.4,-2.215,9.799547511312216,-18.98378378378378,56.57441860465117,33.86713286713287,19.456953642384107
"QC","201304","April","2013",98.2,98.2,98.4,2.527981651376147,19.863302752293578,-11.32420091324201,57.38738317757009,14.929285714285712,0.5126050420168067
"QC","201305","May","2013",98.4,98.6,98.4,11.191244239631336,27.636697247706422,-2.6701834862385323,121.33827751196172,0.4465648854961832,0.1941747572815534
"QC","201306","June","2013",98.6,98.7,98.4,14.594954128440364,28.2651376146789,2.381278538812785,109.76763285024155,0.0310077519379844,0.5535714285714286
"QC","201307","July","2013",98.5,98.7,98.4,18.9337899543379,31.54636363636364,5.322727272727272,79.39857142857143,0,0.0341880341880341
"QC","201308","August","2013",98.6,98.7,98.6,17.18018018018018,28.013963963963967,5.500900900900901,92.79061032863852,0,0.008695652173913
"QC","201309","September","2013",98.6,98.6,98.7,12.42544642857143,25.537777777777777,0.6511111111111111,100.19107981220658,0.0285714285714285,0.024390243902439
"QC","201310","October","2013",98.6,98.7,98.7,7.604035874439462,22.13183856502242,-6.26457399103139,80.77720930232557,2.075,0.6466165413533834
"QC","201311","November","2013",98.7,98.8,98.7,-1.304035874439462,15.461434977578476,-18.45784753363229,75.68127853881279,27.556944444444444,12.337662337662335
"QC","201312","December","2013",98.7,98.8,98.8,-11.831506849315067,4.830593607305937,-30.94931506849315,68.99392523364486,73.94,41.20754716981132
"QC","201401","January","2014",98.8,98.8,98.8,-12.856164383561644,5.173059360730594,-34.57716894977169,59.67370892018779,31.264028776978417,37.685534591194966
"QC","201402","February","2014",98.8,98.9,98.8,-12.141935483870968,2.815,-28.373059360730597,44.16635514018692,41.31857142857143,48.880503144654085
"QC","201403","March","2014",98.8,98.8,98.8,-10.66422018348624,4.402739726027398,-29.8972602739726,54.814418604651166,54.84084507042253,63.08860759493671
"QC","201404","April","2014",98.8,98.9,98.8,2.2435185185185187,17.406422018348625,-12.462037037037035,94.27230046948355,9.95179856115108,4.375
"QC","201405","May","2014",98.9,99,98.8,10.718139534883722,25.772602739726025,-1.7925925925925923,79.86105769230768,0.333587786259542,0
"QC","201406","June","2014",98.9,98.9,98.9,16.64139534883721,29.37188940092166,4.644186046511628,112.2735294117647,0.0015748031496062,0
"QC","201407","July","2014",98.9,98.9,99,18.35183486238532,30.01826484018265,7.557339449541284,101.43816425120774,0,0
"QC","201408","August","2014",98.9,98.9,99,17.680733944954127,28.63899082568808,6.431192660550459,89.78932038834951,0,0
"QC","201409","September","2014",98.7,98.7,99,12.647685185185184,26.642201834862384,-1.7522935779816513,75.2536231884058,0.1609375,0
"QC","201410","October","2014",98.8,98.7,99,8.123148148148148,21.66175115207373,-2.4935483870967743,104.93270142180094,0.3870229007633587,0.0085470085470085
"QC","201411","November","2014",98.8,98.8,99,-1.5181395348837208,12.90139534883721,-16.017972350230416,66.19004739336494,28.112592592592595,4.958620689655173
"QC","201412","December","2014",98.7,98.6,99,-6.236866359447005,6.031336405529954,-23.423394495412843,68.99052132701422,41.27883211678832,9.25
"QC","201501","January","2015",98.8,98.7,99.1,-15.248130841121496,1.84,-32.00694444444444,59.32019230769231,55.78283582089552,34.72
"QC","201502","February","2015",99,98.9,99.2,-18.369668246445496,-4.725821596244131,-32.89209302325582,34.16618357487923,39.06315789473684,45.87671232876713
"QC","201503","March","2015",99,99,99.2,-8.380188679245283,6.21830985915493,-26.48,36.05145631067961,37.24135338345865,37.36551724137931
